# Enhanced routing data format for plot_routing.py
# Cell format: CELL x y width height cell_name
36 187 2 35 187 2 -377289484
35 187 2 34 187 2 -377289484
34 187 2 33 187 2 -377289484
33 187 2 32 187 2 -377289484
32 187 2 31 187 2 -377289484
31 187 2 30 187 2 -377289484
30 187 2 29 187 2 -377289484
29 187 2 28 187 2 -377289484
28 187 2 27 187 2 -377289484
27 187 2 26 187 2 -377289484
26 187 2 25 187 2 -377289484
25 187 2 24 187 2 -377289484
24 187 2 23 187 2 -377289484
23 187 2 22 187 2 -377289484
22 187 2 21 187 2 -377289484
21 187 2 20 187 2 -377289484
20 187 2 19 187 2 -377289484
19 187 2 18 187 2 -377289484
18 187 2 17 187 2 -377289484
17 187 2 16 187 2 -377289484
16 187 2 15 187 2 -377289484
15 187 2 14 187 2 -377289484
14 187 2 13 187 2 -377289484
13 187 2 12 187 2 -377289484
12 187 2 11 187 2 -377289484
11 187 2 10 187 2 -377289484
10 187 2 9 187 2 -377289484
9 187 2 8 187 2 -377289484
8 187 2 7 187 2 -377289484
7 187 2 6 187 2 -377289484
6 187 2 5 187 2 -377289484
5 187 2 4 187 2 -377289484
4 187 2 3 187 2 -377289484
3 187 2 2 187 2 -377289484
2 187 2 2 187 1 -377289484
2 187 1 2 188 1 -377289484
2 188 1 2 189 1 -377289484
2 189 1 2 190 1 -377289484
2 190 1 2 191 1 -377289484
2 191 1 2 192 1 -377289484
2 192 1 2 193 1 -377289484
2 193 1 2 194 1 -377289484
2 194 1 2 195 1 -377289484
2 195 1 2 196 1 -377289484
2 196 1 2 197 1 -377289484
2 197 1 2 198 1 -377289484
2 198 1 2 199 1 -377289484
151 22 1 151 23 1 -351880101
151 23 1 151 24 1 -351880101
151 24 1 151 25 1 -351880101
151 25 1 151 26 1 -351880101
151 26 1 151 27 1 -351880101
151 27 1 151 28 1 -351880101
151 28 1 151 29 1 -351880101
151 29 1 151 30 1 -351880101
151 30 1 151 31 1 -351880101
151 31 1 151 32 1 -351880101
151 32 1 151 33 1 -351880101
151 33 1 151 34 1 -351880101
151 34 1 151 35 1 -351880101
151 35 1 151 36 1 -351880101
151 36 1 151 37 1 -351880101
151 37 1 151 38 1 -351880101
151 38 1 151 39 1 -351880101
151 39 1 151 40 1 -351880101
151 40 1 151 41 1 -351880101
151 41 1 151 42 1 -351880101
151 42 1 151 43 1 -351880101
151 43 1 151 44 1 -351880101
151 44 1 151 45 1 -351880101
151 45 1 151 46 1 -351880101
151 46 1 151 47 1 -351880101
151 47 1 151 48 1 -351880101
151 48 1 151 49 1 -351880101
151 49 1 151 50 1 -351880101
151 50 1 151 51 1 -351880101
151 51 1 151 52 1 -351880101
151 52 1 151 53 1 -351880101
151 53 1 151 54 1 -351880101
151 54 1 151 55 1 -351880101
151 55 1 151 56 1 -351880101
151 56 1 151 57 1 -351880101
151 57 1 151 58 1 -351880101
151 58 1 151 59 1 -351880101
151 59 1 151 60 1 -351880101
151 60 1 151 61 1 -351880101
151 61 1 151 62 1 -351880101
151 62 1 151 63 1 -351880101
151 63 1 151 64 1 -351880101
151 64 1 151 65 1 -351880101
151 65 1 151 66 1 -351880101
151 66 1 151 67 1 -351880101
151 67 1 151 68 1 -351880101
151 68 1 151 69 1 -351880101
151 69 1 151 69 2 -351880101
151 69 2 150 69 2 -351880101
150 69 2 149 69 2 -351880101
149 69 2 148 69 2 -351880101
148 69 2 147 69 2 -351880101
147 69 2 146 69 2 -351880101
146 69 2 145 69 2 -351880101
145 69 2 144 69 2 -351880101
144 69 2 143 69 2 -351880101
143 69 2 142 69 2 -351880101
142 69 2 141 69 2 -351880101
141 69 2 140 69 2 -351880101
140 69 2 139 69 2 -351880101
139 69 2 138 69 2 -351880101
138 69 2 137 69 2 -351880101
137 69 2 136 69 2 -351880101
136 69 2 135 69 2 -351880101
135 69 2 134 69 2 -351880101
134 69 2 133 69 2 -351880101
133 69 2 132 69 2 -351880101
132 69 2 131 69 2 -351880101
131 69 2 130 69 2 -351880101
130 69 2 129 69 2 -351880101
129 69 2 128 69 2 -351880101
128 69 2 127 69 2 -351880101
127 69 2 126 69 2 -351880101
126 69 2 125 69 2 -351880101
125 69 2 124 69 2 -351880101
124 69 2 123 69 2 -351880101
123 69 2 122 69 2 -351880101
122 69 2 121 69 2 -351880101
121 69 2 120 69 2 -351880101
120 69 2 119 69 2 -351880101
119 69 2 118 69 2 -351880101
118 69 2 117 69 2 -351880101
117 69 2 116 69 2 -351880101
116 69 2 115 69 2 -351880101
115 69 2 114 69 2 -351880101
114 69 2 113 69 2 -351880101
113 69 2 112 69 2 -351880101
112 69 2 111 69 2 -351880101
111 69 2 110 69 2 -351880101
110 69 2 109 69 2 -351880101
109 69 2 108 69 2 -351880101
108 69 2 107 69 2 -351880101
107 69 2 106 69 2 -351880101
106 69 2 105 69 2 -351880101
105 69 2 104 69 2 -351880101
104 69 2 103 69 2 -351880101
103 69 2 102 69 2 -351880101
102 69 2 101 69 2 -351880101
101 69 2 100 69 2 -351880101
100 69 2 99 69 2 -351880101
99 69 2 98 69 2 -351880101
98 69 2 97 69 2 -351880101
97 69 2 96 69 2 -351880101
96 69 2 95 69 2 -351880101
95 69 2 94 69 2 -351880101
94 69 2 93 69 2 -351880101
93 69 2 92 69 2 -351880101
92 69 2 91 69 2 -351880101
91 69 2 90 69 2 -351880101
90 69 2 89 69 2 -351880101
89 69 2 88 69 2 -351880101
88 69 2 87 69 2 -351880101
87 69 2 86 69 2 -351880101
86 69 2 85 69 2 -351880101
85 69 2 84 69 2 -351880101
84 69 2 83 69 2 -351880101
83 69 2 82 69 2 -351880101
82 69 2 81 69 2 -351880101
81 69 2 80 69 2 -351880101
80 69 2 79 69 2 -351880101
79 69 2 78 69 2 -351880101
78 69 2 77 69 2 -351880101
77 69 2 76 69 2 -351880101
76 69 2 75 69 2 -351880101
75 69 2 74 69 2 -351880101
74 69 2 73 69 2 -351880101
73 69 2 72 69 2 -351880101
72 69 2 71 69 2 -351880101
71 69 2 70 69 2 -351880101
70 69 2 69 69 2 -351880101
69 69 2 68 69 2 -351880101
68 69 2 67 69 2 -351880101
67 69 2 66 69 2 -351880101
66 69 2 65 69 2 -351880101
65 69 2 64 69 2 -351880101
64 69 2 63 69 2 -351880101
63 69 2 62 69 2 -351880101
62 69 2 61 69 2 -351880101
61 69 2 60 69 2 -351880101
60 69 2 59 69 2 -351880101
59 69 2 58 69 2 -351880101
58 69 2 57 69 2 -351880101
57 69 2 56 69 2 -351880101
56 69 2 55 69 2 -351880101
55 69 2 54 69 2 -351880101
54 69 2 53 69 2 -351880101
53 69 2 52 69 2 -351880101
52 69 2 51 69 2 -351880101
51 69 2 50 69 2 -351880101
50 69 2 49 69 2 -351880101
49 69 2 48 69 2 -351880101
48 69 2 47 69 2 -351880101
47 69 2 46 69 2 -351880101
46 69 2 45 69 2 -351880101
45 69 2 44 69 2 -351880101
44 69 2 44 69 1 -351880101
44 69 1 44 70 1 -351880101
44 70 1 44 71 1 -351880101
44 71 1 44 72 1 -351880101
44 72 1 44 73 1 -351880101
44 73 1 44 74 1 -351880101
44 74 1 44 75 1 -351880101
44 75 1 44 76 1 -351880101
44 76 1 44 77 1 -351880101
44 77 1 44 78 1 -351880101
44 78 1 44 79 1 -351880101
44 79 1 44 80 1 -351880101
44 80 1 44 81 1 -351880101
44 81 1 44 82 1 -351880101
44 82 1 44 83 1 -351880101
44 83 1 44 84 1 -351880101
44 84 1 44 85 1 -351880101
44 85 1 44 86 1 -351880101
44 86 1 44 87 1 -351880101
44 87 1 44 88 1 -351880101
44 88 1 44 89 1 -351880101
44 89 1 44 90 1 -351880101
44 90 1 44 91 1 -351880101
44 91 1 44 92 1 -351880101
44 92 1 44 93 1 -351880101
44 93 1 44 94 1 -351880101
44 94 1 44 95 1 -351880101
44 95 1 44 96 1 -351880101
44 96 1 44 97 1 -351880101
44 97 1 44 98 1 -351880101
44 98 1 44 99 1 -351880101
44 99 1 44 100 1 -351880101
44 100 1 44 101 1 -351880101
44 101 1 44 102 1 -351880101
44 102 1 44 103 1 -351880101
44 103 1 44 104 1 -351880101
44 104 1 44 105 1 -351880101
44 105 1 44 106 1 -351880101
44 106 1 44 107 1 -351880101
44 107 1 44 108 1 -351880101
44 108 1 44 109 1 -351880101
44 109 1 44 110 1 -351880101
44 110 1 44 111 1 -351880101
44 111 1 44 112 1 -351880101
44 112 1 44 113 1 -351880101
44 113 1 44 114 1 -351880101
44 114 1 44 115 1 -351880101
44 115 1 44 116 1 -351880101
44 116 1 44 117 1 -351880101
44 117 1 44 118 1 -351880101
44 118 1 44 119 1 -351880101
44 119 1 44 120 1 -351880101
44 120 1 44 121 1 -351880101
44 121 1 44 122 1 -351880101
44 122 1 44 123 1 -351880101
44 123 1 44 124 1 -351880101
44 124 1 44 125 1 -351880101
44 125 1 44 126 1 -351880101
44 126 1 44 127 1 -351880101
44 127 1 44 128 1 -351880101
44 128 1 44 129 1 -351880101
44 129 1 44 130 1 -351880101
44 130 1 44 131 1 -351880101
44 131 1 44 132 1 -351880101
44 132 1 44 133 1 -351880101
44 133 1 44 134 1 -351880101
44 134 1 44 135 1 -351880101
44 135 1 44 136 1 -351880101
44 136 1 44 137 1 -351880101
44 137 1 44 138 1 -351880101
44 138 1 44 139 1 -351880101
44 139 1 44 140 1 -351880101
44 140 1 44 141 1 -351880101
44 141 1 44 142 1 -351880101
44 142 1 44 143 1 -351880101
44 143 1 44 144 1 -351880101
44 144 1 44 145 1 -351880101
44 145 1 44 146 1 -351880101
44 146 1 44 147 1 -351880101
44 147 1 44 148 1 -351880101
44 148 1 44 149 1 -351880101
44 149 1 44 150 1 -351880101
44 150 1 44 151 1 -351880101
44 151 1 44 152 1 -351880101
44 152 1 44 153 1 -351880101
44 153 1 44 154 1 -351880101
44 154 1 44 155 1 -351880101
190 65 1 190 66 1 -343064286
190 66 1 190 66 2 -343064286
190 66 2 189 66 2 -343064286
189 66 2 188 66 2 -343064286
188 66 2 187 66 2 -343064286
187 66 2 187 66 1 -343064286
187 66 1 187 67 1 -343064286
187 67 1 187 68 1 -343064286
187 68 1 187 69 1 -343064286
187 69 1 187 70 1 -343064286
187 70 1 187 71 1 -343064286
187 71 1 187 72 1 -343064286
187 72 1 187 72 2 -343064286
187 72 2 186 72 2 -343064286
186 72 2 185 72 2 -343064286
185 72 2 184 72 2 -343064286
184 72 2 183 72 2 -343064286
183 72 2 182 72 2 -343064286
182 72 2 181 72 2 -343064286
181 72 2 180 72 2 -343064286
180 72 2 179 72 2 -343064286
179 72 2 178 72 2 -343064286
178 72 2 177 72 2 -343064286
177 72 2 176 72 2 -343064286
176 72 2 175 72 2 -343064286
175 72 2 174 72 2 -343064286
174 72 2 173 72 2 -343064286
173 72 2 172 72 2 -343064286
172 72 2 171 72 2 -343064286
171 72 2 170 72 2 -343064286
170 72 2 169 72 2 -343064286
169 72 2 168 72 2 -343064286
168 72 2 167 72 2 -343064286
167 72 2 166 72 2 -343064286
166 72 2 165 72 2 -343064286
165 72 2 164 72 2 -343064286
164 72 2 163 72 2 -343064286
163 72 2 162 72 2 -343064286
162 72 2 161 72 2 -343064286
161 72 2 160 72 2 -343064286
160 72 2 159 72 2 -343064286
159 72 2 158 72 2 -343064286
158 72 2 157 72 2 -343064286
157 72 2 156 72 2 -343064286
156 72 2 155 72 2 -343064286
155 72 2 154 72 2 -343064286
154 72 2 153 72 2 -343064286
153 72 2 152 72 2 -343064286
152 72 2 151 72 2 -343064286
151 72 2 150 72 2 -343064286
150 72 2 149 72 2 -343064286
149 72 2 148 72 2 -343064286
148 72 2 147 72 2 -343064286
147 72 2 147 72 1 -343064286
147 72 1 147 73 1 -343064286
147 73 1 147 74 1 -343064286
147 74 1 147 74 2 -343064286
147 74 2 146 74 2 -343064286
146 74 2 145 74 2 -343064286
145 74 2 144 74 2 -343064286
144 74 2 143 74 2 -343064286
143 74 2 142 74 2 -343064286
142 74 2 141 74 2 -343064286
141 74 2 140 74 2 -343064286
140 74 2 139 74 2 -343064286
139 74 2 138 74 2 -343064286
138 74 2 137 74 2 -343064286
137 74 2 136 74 2 -343064286
136 74 2 135 74 2 -343064286
135 74 2 134 74 2 -343064286
134 74 2 133 74 2 -343064286
133 74 2 132 74 2 -343064286
132 74 2 131 74 2 -343064286
131 74 2 130 74 2 -343064286
130 74 2 129 74 2 -343064286
129 74 2 128 74 2 -343064286
128 74 2 127 74 2 -343064286
127 74 2 126 74 2 -343064286
126 74 2 125 74 2 -343064286
125 74 2 124 74 2 -343064286
124 74 2 123 74 2 -343064286
123 74 2 122 74 2 -343064286
122 74 2 121 74 2 -343064286
121 74 2 120 74 2 -343064286
120 74 2 119 74 2 -343064286
119 74 2 118 74 2 -343064286
118 74 2 117 74 2 -343064286
117 74 2 116 74 2 -343064286
116 74 2 115 74 2 -343064286
115 74 2 114 74 2 -343064286
114 74 2 113 74 2 -343064286
113 74 2 112 74 2 -343064286
112 74 2 111 74 2 -343064286
111 74 2 110 74 2 -343064286
110 74 2 109 74 2 -343064286
109 74 2 108 74 2 -343064286
108 74 2 107 74 2 -343064286
107 74 2 106 74 2 -343064286
106 74 2 105 74 2 -343064286
105 74 2 104 74 2 -343064286
104 74 2 103 74 2 -343064286
103 74 2 102 74 2 -343064286
102 74 2 101 74 2 -343064286
101 74 2 100 74 2 -343064286
100 74 2 99 74 2 -343064286
99 74 2 98 74 2 -343064286
98 74 2 97 74 2 -343064286
97 74 2 96 74 2 -343064286
96 74 2 95 74 2 -343064286
95 74 2 94 74 2 -343064286
94 74 2 93 74 2 -343064286
93 74 2 92 74 2 -343064286
92 74 2 91 74 2 -343064286
91 74 2 90 74 2 -343064286
90 74 2 89 74 2 -343064286
89 74 2 88 74 2 -343064286
88 74 2 87 74 2 -343064286
87 74 2 86 74 2 -343064286
86 74 2 85 74 2 -343064286
85 74 2 84 74 2 -343064286
84 74 2 83 74 2 -343064286
83 74 2 82 74 2 -343064286
82 74 2 81 74 2 -343064286
81 74 2 80 74 2 -343064286
80 74 2 79 74 2 -343064286
79 74 2 78 74 2 -343064286
78 74 2 77 74 2 -343064286
77 74 2 76 74 2 -343064286
76 74 2 75 74 2 -343064286
75 74 2 74 74 2 -343064286
74 74 2 74 74 1 -343064286
74 74 1 74 75 1 -343064286
74 75 1 74 76 1 -343064286
74 76 1 74 77 1 -343064286
74 77 1 74 78 1 -343064286
74 78 1 74 79 1 -343064286
74 79 1 74 80 1 -343064286
74 80 1 74 81 1 -343064286
74 81 1 74 82 1 -343064286
74 82 1 74 83 1 -343064286
74 83 1 74 84 1 -343064286
74 84 1 74 85 1 -343064286
74 85 1 74 86 1 -343064286
74 86 1 74 87 1 -343064286
74 87 1 74 88 1 -343064286
74 88 1 74 88 2 -343064286
74 88 2 73 88 2 -343064286
73 88 2 72 88 2 -343064286
72 88 2 71 88 2 -343064286
71 88 2 70 88 2 -343064286
70 88 2 69 88 2 -343064286
69 88 2 68 88 2 -343064286
68 88 2 67 88 2 -343064286
67 88 2 66 88 2 -343064286
66 88 2 65 88 2 -343064286
65 88 2 64 88 2 -343064286
64 88 2 63 88 2 -343064286
63 88 2 62 88 2 -343064286
62 88 2 61 88 2 -343064286
61 88 2 60 88 2 -343064286
60 88 2 59 88 2 -343064286
59 88 2 58 88 2 -343064286
58 88 2 57 88 2 -343064286
57 88 2 56 88 2 -343064286
56 88 2 55 88 2 -343064286
55 88 2 54 88 2 -343064286
54 88 2 53 88 2 -343064286
53 88 2 52 88 2 -343064286
52 88 2 51 88 2 -343064286
51 88 2 50 88 2 -343064286
50 88 2 49 88 2 -343064286
49 88 2 48 88 2 -343064286
48 88 2 47 88 2 -343064286
47 88 2 46 88 2 -343064286
46 88 2 45 88 2 -343064286
45 88 2 44 88 2 -343064286
44 88 2 43 88 2 -343064286
43 88 2 42 88 2 -343064286
42 88 2 41 88 2 -343064286
41 88 2 40 88 2 -343064286
40 88 2 39 88 2 -343064286
39 88 2 38 88 2 -343064286
38 88 2 37 88 2 -343064286
37 88 2 36 88 2 -343064286
36 88 2 35 88 2 -343064286
35 88 2 34 88 2 -343064286
34 88 2 34 88 1 -343064286
34 88 1 34 89 1 -343064286
34 89 1 34 90 1 -343064286
34 90 1 34 90 2 -343064286
34 90 2 33 90 2 -343064286
33 90 2 32 90 2 -343064286
32 90 2 31 90 2 -343064286
31 90 2 30 90 2 -343064286
30 90 2 29 90 2 -343064286
29 90 2 28 90 2 -343064286
28 90 2 27 90 2 -343064286
27 90 2 26 90 2 -343064286
26 90 2 25 90 2 -343064286
25 90 2 24 90 2 -343064286
24 90 2 23 90 2 -343064286
23 90 2 22 90 2 -343064286
22 90 2 21 90 2 -343064286
21 90 2 20 90 2 -343064286
20 90 2 19 90 2 -343064286
19 90 2 18 90 2 -343064286
18 90 2 17 90 2 -343064286
17 90 2 16 90 2 -343064286
16 90 2 15 90 2 -343064286
15 90 2 14 90 2 -343064286
14 90 2 14 90 1 -343064286
14 90 1 14 91 1 -343064286
14 91 1 14 92 1 -343064286
14 92 1 14 93 1 -343064286
14 93 1 14 94 1 -343064286
14 94 1 14 95 1 -343064286
14 95 1 14 96 1 -343064286
109 184 1 109 185 1 -291843950
109 185 1 109 186 1 -291843950
109 186 1 109 187 1 -291843950
109 187 1 109 188 1 -291843950
109 188 1 109 188 2 -291843950
109 188 2 108 188 2 -291843950
108 188 2 107 188 2 -291843950
107 188 2 106 188 2 -291843950
106 188 2 105 188 2 -291843950
105 188 2 104 188 2 -291843950
104 188 2 103 188 2 -291843950
103 188 2 102 188 2 -291843950
102 188 2 101 188 2 -291843950
101 188 2 100 188 2 -291843950
100 188 2 99 188 2 -291843950
99 188 2 98 188 2 -291843950
98 188 2 97 188 2 -291843950
97 188 2 96 188 2 -291843950
96 188 2 95 188 2 -291843950
95 188 2 94 188 2 -291843950
94 188 2 93 188 2 -291843950
93 188 2 92 188 2 -291843950
92 188 2 91 188 2 -291843950
91 188 2 90 188 2 -291843950
90 188 2 89 188 2 -291843950
89 188 2 88 188 2 -291843950
88 188 2 87 188 2 -291843950
87 188 2 86 188 2 -291843950
86 188 2 86 188 1 -291843950
86 188 1 86 189 1 -291843950
86 189 1 86 190 1 -291843950
86 190 1 86 191 1 -291843950
86 191 1 86 192 1 -291843950
86 192 1 86 193 1 -291843950
86 193 1 86 194 1 -291843950
86 194 1 86 195 1 -291843950
86 195 1 86 196 1 -291843950
86 196 1 86 197 1 -291843950
86 197 1 86 198 1 -291843950
86 198 1 86 199 1 -291843950
86 199 1 86 200 1 -291843950
86 200 1 86 201 1 -291843950
86 201 1 86 202 1 -291843950
86 202 1 86 202 2 -291843950
86 202 2 85 202 2 -291843950
85 202 2 85 202 1 -291843950
85 202 1 85 201 1 -291843950
85 201 1 85 200 1 -291843950
85 200 1 85 199 1 -291843950
109 184 1 109 183 1 -291843950
109 183 1 109 182 1 -291843950
109 182 1 109 181 1 -291843950
109 181 1 109 180 1 -291843950
109 180 1 109 179 1 -291843950
109 179 1 109 178 1 -291843950
109 178 1 109 177 1 -291843950
109 177 1 109 176 1 -291843950
109 176 1 109 175 1 -291843950
109 175 1 109 175 2 -291843950
109 175 2 108 175 2 -291843950
108 175 2 107 175 2 -291843950
107 175 2 106 175 2 -291843950
106 175 2 105 175 2 -291843950
105 175 2 104 175 2 -291843950
104 175 2 103 175 2 -291843950
103 175 2 103 175 1 -291843950
103 175 1 103 174 1 -291843950
103 174 1 103 173 1 -291843950
103 173 1 103 172 1 -291843950
103 172 1 103 171 1 -291843950
103 171 1 103 170 1 -291843950
103 170 1 103 169 1 -291843950
103 169 1 103 168 1 -291843950
103 168 1 103 167 1 -291843950
103 167 1 103 166 1 -291843950
103 166 1 103 165 1 -291843950
103 165 1 103 164 1 -291843950
103 164 1 103 163 1 -291843950
103 163 1 103 162 1 -291843950
103 162 1 103 161 1 -291843950
103 161 1 103 160 1 -291843950
103 160 1 103 159 1 -291843950
103 159 1 103 158 1 -291843950
103 158 1 103 157 1 -291843950
103 157 1 103 156 1 -291843950
103 156 1 103 155 1 -291843950
103 155 1 103 154 1 -291843950
103 154 1 103 153 1 -291843950
103 153 1 103 152 1 -291843950
103 152 1 103 151 1 -291843950
103 151 1 103 150 1 -291843950
103 150 1 103 149 1 -291843950
103 149 1 103 148 1 -291843950
103 148 1 103 147 1 -291843950
103 147 1 103 146 1 -291843950
103 146 1 103 145 1 -291843950
103 145 1 103 144 1 -291843950
103 144 1 103 143 1 -291843950
103 143 1 103 142 1 -291843950
103 142 1 103 141 1 -291843950
103 141 1 103 140 1 -291843950
103 140 1 103 139 1 -291843950
103 139 1 103 138 1 -291843950
103 138 1 103 137 1 -291843950
103 137 1 103 136 1 -291843950
103 136 1 103 135 1 -291843950
103 135 1 103 134 1 -291843950
103 134 1 103 134 2 -291843950
103 134 2 104 134 2 -291843950
104 134 2 105 134 2 -291843950
105 134 2 106 134 2 -291843950
106 134 2 107 134 2 -291843950
107 134 2 108 134 2 -291843950
108 134 2 108 134 1 -291843950
108 134 1 108 133 1 -291843950
108 133 1 108 132 1 -291843950
108 132 1 108 131 1 -291843950
108 131 1 108 130 1 -291843950
108 130 1 108 129 1 -291843950
108 129 1 108 128 1 -291843950
108 128 1 108 127 1 -291843950
108 127 1 108 126 1 -291843950
108 126 1 108 125 1 -291843950
108 125 1 108 124 1 -291843950
108 124 1 108 123 1 -291843950
108 123 1 108 122 1 -291843950
108 122 1 108 121 1 -291843950
108 121 1 108 120 1 -291843950
108 120 1 108 119 1 -291843950
108 119 1 108 118 1 -291843950
108 118 1 108 117 1 -291843950
108 117 1 108 116 1 -291843950
108 116 1 108 115 1 -291843950
108 115 1 108 114 1 -291843950
108 114 1 108 113 1 -291843950
108 113 1 108 112 1 -291843950
108 112 1 108 111 1 -291843950
108 111 1 108 110 1 -291843950
108 110 1 108 109 1 -291843950
108 109 1 108 108 1 -291843950
108 108 1 108 107 1 -291843950
108 107 1 108 106 1 -291843950
108 106 1 108 105 1 -291843950
108 105 1 108 104 1 -291843950
108 104 1 108 103 1 -291843950
108 103 1 108 102 1 -291843950
108 102 1 108 101 1 -291843950
108 101 1 108 100 1 -291843950
108 100 1 108 99 1 -291843950
108 99 1 108 98 1 -291843950
108 98 1 108 97 1 -291843950
108 97 1 108 96 1 -291843950
108 96 1 108 95 1 -291843950
108 95 1 108 94 1 -291843950
108 94 1 108 93 1 -291843950
108 93 1 108 92 1 -291843950
108 92 1 108 91 1 -291843950
108 91 1 108 90 1 -291843950
108 90 1 108 89 1 -291843950
108 89 1 108 88 1 -291843950
108 88 1 108 87 1 -291843950
108 87 1 108 86 1 -291843950
108 86 1 108 85 1 -291843950
108 85 1 108 84 1 -291843950
108 84 1 108 83 1 -291843950
108 83 1 108 82 1 -291843950
108 82 1 108 81 1 -291843950
108 81 1 108 80 1 -291843950
108 80 1 108 79 1 -291843950
108 79 1 108 78 1 -291843950
108 78 1 108 77 1 -291843950
108 77 1 108 76 1 -291843950
108 76 1 108 75 1 -291843950
108 75 1 108 74 1 -291843950
108 74 1 108 73 1 -291843950
108 73 1 108 72 1 -291843950
108 72 1 108 71 1 -291843950
108 71 1 108 70 1 -291843950
108 70 1 108 69 1 -291843950
108 69 1 108 68 1 -291843950
108 68 1 108 67 1 -291843950
108 67 1 108 66 1 -291843950
108 66 1 108 65 1 -291843950
108 65 1 108 64 1 -291843950
108 64 1 108 63 1 -291843950
108 63 1 108 62 1 -291843950
108 62 1 108 61 1 -291843950
108 61 1 108 60 1 -291843950
108 60 1 108 59 1 -291843950
108 59 1 108 58 1 -291843950
108 58 1 108 57 1 -291843950
108 57 1 108 56 1 -291843950
108 56 1 108 55 1 -291843950
108 55 1 108 54 1 -291843950
108 54 1 108 53 1 -291843950
108 53 1 108 52 1 -291843950
108 52 1 108 51 1 -291843950
108 51 1 108 50 1 -291843950
108 50 1 108 49 1 -291843950
108 49 1 108 48 1 -291843950
108 48 1 108 47 1 -291843950
108 47 1 108 46 1 -291843950
108 46 1 108 45 1 -291843950
108 45 1 108 44 1 -291843950
108 44 1 108 43 1 -291843950
108 43 1 108 42 1 -291843950
108 42 1 108 41 1 -291843950
108 41 1 108 40 1 -291843950
108 40 1 108 39 1 -291843950
108 39 1 108 38 1 -291843950
108 38 1 108 37 1 -291843950
108 37 1 108 36 1 -291843950
108 36 1 108 35 1 -291843950
108 35 1 108 34 1 -291843950
108 34 1 108 33 1 -291843950
108 33 1 108 32 1 -291843950
108 32 1 108 31 1 -291843950
108 31 1 108 30 1 -291843950
108 30 1 108 29 1 -291843950
108 29 1 108 28 1 -291843950
108 28 1 108 27 1 -291843950
108 27 1 108 26 1 -291843950
108 26 1 108 25 1 -291843950
108 25 1 108 24 1 -291843950
108 24 1 108 23 1 -291843950
108 23 1 108 22 1 -291843950
108 22 1 108 21 1 -291843950
108 21 1 108 22 1 -291843950
108 22 1 108 23 1 -291843950
108 23 1 108 24 1 -291843950
108 24 1 108 25 1 -291843950
108 25 1 108 26 1 -291843950
108 26 1 108 27 1 -291843950
108 27 1 108 28 1 -291843950
108 28 1 108 29 1 -291843950
108 29 1 108 30 1 -291843950
108 30 1 108 31 1 -291843950
108 31 1 108 32 1 -291843950
108 32 1 108 32 2 -291843950
108 32 2 107 32 2 -291843950
107 32 2 106 32 2 -291843950
106 32 2 105 32 2 -291843950
105 32 2 104 32 2 -291843950
104 32 2 103 32 2 -291843950
103 32 2 102 32 2 -291843950
102 32 2 101 32 2 -291843950
101 32 2 100 32 2 -291843950
100 32 2 99 32 2 -291843950
99 32 2 98 32 2 -291843950
98 32 2 97 32 2 -291843950
97 32 2 96 32 2 -291843950
96 32 2 95 32 2 -291843950
95 32 2 94 32 2 -291843950
94 32 2 93 32 2 -291843950
93 32 2 92 32 2 -291843950
92 32 2 91 32 2 -291843950
91 32 2 90 32 2 -291843950
90 32 2 89 32 2 -291843950
89 32 2 88 32 2 -291843950
88 32 2 87 32 2 -291843950
87 32 2 86 32 2 -291843950
86 32 2 85 32 2 -291843950
85 32 2 84 32 2 -291843950
84 32 2 83 32 2 -291843950
83 32 2 82 32 2 -291843950
82 32 2 81 32 2 -291843950
81 32 2 80 32 2 -291843950
80 32 2 79 32 2 -291843950
79 32 2 78 32 2 -291843950
78 32 2 77 32 2 -291843950
77 32 2 76 32 2 -291843950
76 32 2 75 32 2 -291843950
75 32 2 74 32 2 -291843950
74 32 2 73 32 2 -291843950
73 32 2 72 32 2 -291843950
72 32 2 71 32 2 -291843950
71 32 2 70 32 2 -291843950
70 32 2 69 32 2 -291843950
69 32 2 68 32 2 -291843950
68 32 2 67 32 2 -291843950
67 32 2 66 32 2 -291843950
66 32 2 65 32 2 -291843950
65 32 2 64 32 2 -291843950
64 32 2 63 32 2 -291843950
63 32 2 62 32 2 -291843950
62 32 2 61 32 2 -291843950
61 32 2 60 32 2 -291843950
60 32 2 59 32 2 -291843950
59 32 2 58 32 2 -291843950
58 32 2 57 32 2 -291843950
57 32 2 56 32 2 -291843950
56 32 2 55 32 2 -291843950
55 32 2 54 32 2 -291843950
54 32 2 53 32 2 -291843950
53 32 2 52 32 2 -291843950
52 32 2 51 32 2 -291843950
51 32 2 50 32 2 -291843950
50 32 2 49 32 2 -291843950
49 32 2 48 32 2 -291843950
48 32 2 47 32 2 -291843950
47 32 2 46 32 2 -291843950
46 32 2 45 32 2 -291843950
45 32 2 44 32 2 -291843950
44 32 2 44 32 1 -291843950
44 32 1 44 33 1 -291843950
44 33 1 44 34 1 -291843950
44 34 1 44 35 1 -291843950
44 35 1 44 36 1 -291843950
44 36 1 44 37 1 -291843950
112 184 1 112 184 2 -268411432
112 184 2 111 184 2 -268411432
111 184 2 111 184 1 -268411432
111 184 1 111 183 1 -268411432
111 183 1 111 182 1 -268411432
111 182 1 111 181 1 -268411432
